Date,USD,EUR,GBP,INR,AED,CNY
7/01/1985,298.25,392.55,261.17,3741.23,1091.58,835.8
8/01/1985,302,395.32,263.07,3820.7,1114.06,853.01
9/01/1985,300.5,393.54,263.14,3742.23,1097.47,840.31
10/01/1985,303.8,397.63,268.02,3853.39,1126.83,862.79
11/01/1985,304.25,398.6,270.57,3845.57,1135.85,869.69
14/01/1985,299,395.39,269.13,3790.08,1109.51,859.68
15/01/1985,301.8,398.73,269.46,3804.07,1105.34,856.45
16/01/1985,302.7,400.11,270.63,3818.67,1106.46,857.32
17/01/1985,305.5,402.99,273.01,3859.89,1118.4,866.57
18/01/1985,308,406.15,274.76,3883.32,1120.42,868.14
21/01/1985,307.25,404.61,273.48,3891.13,1129.9,866.49
22/01/1985,306.9,403.45,272.92,3864.48,1128.16,865.15
23/01/1985,300.25,396.15,270.37,3842.37,1124.88,862.64
24/01/1985,300.85,394.79,269.22,3815.78,1117.1,856.67
25/01/1985,298.85,393.15,269.11,3805.49,1114.09,854.36
28/01/1985,297.75,391.63,268,3789.62,1098.45,840.09
29/01/1985,303.25,399.59,272.1,3830.1,1112.97,851.19
30/01/1985,302.9,398.15,268.89,3793.73,1099.3,840.74
31/01/1985,306.65,402.82,271.13,3834.78,1101.79,842.64
1/02/1985,303.6,400.05,269.99,3861.16,1107.8,847.23
4/02/1985,301.25,401.44,270.42,3839.36,1106.11,850.8
5/02/1985,302.05,403.85,271.75,3844.69,1110.44,854.12
6/02/1985,302.85,404.56,271.86,3863.15,1114.19,857.01
7/02/1985,301.65,405.8,270.17,3843.06,1108.4,852.55
8/02/1985,299.8,404.45,269.97,3861.46,1107.39,851.78
11/02/1985,300.15,407.29,273.73,3871.41,1100.69,849.06
12/02/1985,302.5,412.8,278.03,3933.16,1121.86,865.39
13/02/1985,303.2,414.89,278.68,3919.84,1119.64,863.68
14/02/1985,304.15,415.55,278.53,3918.76,1117.75,862.22
15/02/1985,304,412.63,275.49,3908.11,1111.57,857.45
18/02/1985,304.5,416.4,278.46,3917.56,1119.22,865.35
19/02/1985,302.6,416.1,276.73,3923.52,1111.88,859.67
20/02/1985,302.9,419.37,278.91,3943.74,1119.19,865.32
21/02/1985,299.85,418.42,277.13,3942.27,1120.36,866.23
22/02/1985,298.4,420.94,277.07,3918.61,1113.63,861.03
25/02/1985,284.25,408.71,269.56,3855.67,1067.05,839.47
26/02/1985,285.75,408.29,271.5,3740.12,1050.64,826.57
27/02/1985,290.8,402.81,267.4,3702.36,1037.16,815.96
28/02/1985,287.75,400.46,266.44,3783.14,1043.65,821.07
1/03/1985,287.25,401.54,267.83,3751.75,1042.26,819.98
4/03/1985,288.65,404.8,270.15,3790.93,1062.27,824.02
5/03/1985,287.9,410.26,272.76,3784.45,1077.22,835.62
6/03/1985,287.4,405.32,267.97,3687.17,1052.44,816.39
7/03/1985,289.6,409.62,271.54,3783.28,1067.95,828.43
8/03/1985,291,411.97,272.86,3758.38,1066.85,827.57
11/03/1985,291,405.25,267.22,3730.76,1060.87,813.84
12/03/1985,288.45,402.13,264.88,3697.43,1055.39,809.63
13/03/1985,290.25,406.02,267.27,3767.67,1063.43,815.81
14/03/1985,290.75,410.24,269.09,3782.81,1069.21,820.24
15/03/1985,292.7,412.58,270.02,3756.1,1064.66,816.75
18/03/1985,298.85,417.5,270.09,3742.59,1072.08,829.05
19/03/1985,316.75,434.73,278.71,3878.1,1091.76,844.27
20/03/1985,324,441.66,281.37,4181.54,1168.73,903.79
21/03/1985,318.5,428.58,268.1,3828.91,1062.45,821.6
22/03/1985,315.5,425.44,268.85,4042.68,1103.8,853.58
25/03/1985,314.6,426.33,268.54,3936.96,1157.63,902.78
26/03/1985,323.75,435.2,273.78,3988.52,1147.22,894.66
27/03/1985,330.4,433.65,266.67,4016.05,1143.07,891.42
28/03/1985,326.25,427.74,265.68,4080.35,1149.11,896.14
29/03/1985,329.25,425.73,266.06,4001.58,1144.11,892.23
1/04/1985,321.1,418.52,262.66,4022.65,1192.19,934.77
2/04/1985,318.75,420.09,263.98,3965.64,1178.74,924.22
3/04/1985,321.25,420.93,264.73,4009.19,1188.08,931.55
4/04/1985,316.75,420.47,264.73,3960.84,1173.15,932.72
5/04/1985,316.75,420.47,264.73,3960.84,1173.15,932.72
8/04/1985,316.75,420.47,264.73,3960.84,1173.15,910.99
9/04/1985,323.1,425.98,267.91,4084,1186.31,921.21
10/04/1985,327.25,429.21,269.12,4046.75,1177.28,914.2
11/04/1985,332.25,429.08,266.23,4012.51,1167.32,906.46
12/04/1985,329.9,423.24,262.45,4053.6,1166.71,905.99
15/04/1985,334.25,424.38,262.16,3989.5,1217.06,921.99
16/04/1985,330.5,420.04,259.22,4049.84,1221.48,925.34
17/04/1985,327.35,415.56,256.04,3983.93,1201.6,910.28
18/04/1985,329.75,414,255.32,3883.4,1184.05,896.98
19/04/1985,327,408.63,252.7,3932.4,1189.75,901.3
22/04/1985,327.75,414.72,256.56,4024.53,1214.29,943.34
23/04/1985,326.65,420.78,260.9,4062.14,1231.09,956.39
24/04/1985,322,421.72,262.86,4045.28,1245.11,967.27
25/04/1985,322.5,425.72,267.75,4049.37,1265.51,983.13
26/04/1985,323.5,425.35,265.93,3962.71,1253.42,973.73
29/04/1985,322.5,421.36,262.2,3978.42,1184.86,905.19
30/04/1985,321.35,417.93,258.63,3994.61,1178.75,900.52
1/05/1985,312.5,411.88,255.42,3938.15,1163.86,889.15
2/05/1985,313.25,415.61,256.45,3933.1,1160.6,886.65
3/05/1985,312.75,421.13,258.9,3934.24,1155.6,895.14
6/05/1985,312.75,421.13,258.9,3934.24,1155.6,910.48
7/05/1985,313.5,416.18,257.39,3880.04,1136.98,895.81
8/05/1985,312.85,417.84,258.98,3941.57,1154.13,909.32
9/05/1985,315.1,411.68,254.73,3875.67,1131.39,891.41
10/05/1985,314.5,412.45,254.86,3890.53,1130.53,890.73
13/05/1985,321,414.1,255.98,3864.04,1161.99,894.26
14/05/1985,326.5,417.45,256.38,3983.86,1173.1,902.81
15/05/1985,322.75,416.25,255.44,3985.66,1175.47,904.63
16/05/1985,320.1,415.94,254.35,3977.95,1171.36,901.47
17/05/1985,322.5,416.48,254.94,3943.93,1163.16,895.16
20/05/1985,323.3,411.87,252.09,3961.42,1193.22,903.23
21/05/1985,314.9,404.89,247.56,3893.93,1176.67,890.7
22/05/1985,316.25,409.21,250.2,3935.86,1187.49,898.89
23/05/1985,315.4,407.35,249.82,3903.64,1185.15,897.12
24/05/1985,314.7,408.39,249.76,3917.34,1164.65,898.9
27/05/1985,314.7,408.39,249.76,3917.34,1164.65,903.7
28/05/1985,311.25,406.58,248.7,3919.05,1163.3,902.65
29/05/1985,312,403.49,246.15,3836.29,1138.73,883.59
30/05/1985,314.6,406.84,246.84,3898.39,1146.31,889.46
31/05/1985,314,403.43,244.07,3856.98,1128.77,875.85
3/06/1985,318.1,407.89,246.26,3927.43,1175.67,886.26
4/06/1985,315.65,404.81,247.18,3966.56,1189.2,896.46
5/06/1985,314.2,405.87,249.96,3937,1193.5,899.7
6/06/1985,314.8,404.17,247.58,3892.8,1181.95,891
7/06/1985,314.3,406.47,247.87,3903.47,1183.33,892.04
10/06/1985,312,406.22,248.11,3891.6,1143.41,903.93
11/06/1985,315,408.09,249.41,3921.49,1154,912.3
12/06/1985,314.5,407.18,248.13,3907.49,1148.08,907.62
13/06/1985,313.75,407.95,248.12,3907.42,1148.06,907.6
14/06/1985,318.25,408.54,248.44,3912.42,1149.53,908.77
17/06/1985,318.9,410.6,249.24,3936.72,1168.43,900.17
18/06/1985,323.75,412.97,249.13,3948.26,1167.94,899.8
19/06/1985,325.4,413.1,248.97,3996.27,1167.16,899.19
20/06/1985,318.1,411.16,248.9,3944.61,1166.86,898.97
21/06/1985,313.45,404.02,243.46,3851.55,1141.14,879.15
24/06/1985,314.65,406.14,244.58,3875.95,1155.45,905.9
25/06/1985,315.5,406.53,245.43,3901.92,1159.66,909.19
26/06/1985,316.75,405.49,243.94,3871.99,1152.6,903.66
27/06/1985,315,404.99,243.71,3886.99,1151.55,902.84
28/06/1985,317.75,404.96,242.56,3874.71,1146.08,898.55
1/07/1985,313.9,401.15,240.44,3847.11,1155.34,905.51
2/07/1985,308.25,394.38,236.3,3774.71,1135.41,889.9
3/07/1985,310.35,395.67,236.55,3790.2,1136.43,890.69
4/07/1985,310.55,395.54,235.71,3801.18,1132.41,887.55
5/07/1985,311.6,393.78,234.73,3804.34,1127.86,883.98
8/07/1985,309.25,387.57,229.93,3777.68,1129.4,882.92
9/07/1985,314.85,391.63,230.58,3779.3,1132.4,885.27
10/07/1985,314.85,388.74,227.08,3803.12,1115.25,871.86
11/07/1985,313.55,385.43,226.88,3755.71,1114.26,871.09
12/07/1985,315.65,385.32,227.74,3757.52,1118.49,874.39
15/07/1985,315.85,384.1,227.48,3798.24,1157.67,901.5
16/07/1985,321.75,392.14,231.81,3850.64,1179.9,918.82
17/07/1985,325.6,389.68,230.51,3816.45,1173.31,913.69
18/07/1985,320,387.97,227.84,3790.99,1159.7,903.09
19/07/1985,318.9,388.9,227.95,3799.15,1160.26,903.52
22/07/1985,317.25,390,228.4,3791.46,1163.02,921.92
23/07/1985,322.5,392.26,228.56,3809.43,1163.84,922.57
24/07/1985,317.75,390.76,227.45,3790.94,1158.18,918.09
25/07/1985,317.4,387.4,224.95,3755.26,1145.43,907.98
26/07/1985,316.95,387.28,225.03,3755.99,1145.65,908.15
29/07/1985,326.5,393.36,228.48,3831.63,1198.61,932.52
30/07/1985,325.25,390.66,228.57,3828.58,1199.06,932.87
31/07/1985,327.5,393.64,232.52,3901.28,1219.78,948.99
1/08/1985,322.1,387.77,232.9,3868.77,1221.79,950.56
2/08/1985,320.5,386.74,233.69,3843.53,1225.92,953.77
5/08/1985,323.75,390.65,236.57,3860.86,1188.07,941.32
6/08/1985,319.8,388.37,237.5,3861.87,1192.75,945.03
7/08/1985,321.15,390.41,239.93,3856.85,1204.76,954.54
8/08/1985,322.5,390.13,237.74,3840.78,1193.95,945.98
9/08/1985,321.65,389.31,236.77,3843.05,1188.87,941.95
12/08/1985,326.65,391.27,236.1,3836.11,1195.45,938.44
13/08/1985,326.5,389.77,234.98,3871.12,1189.92,934.1
14/08/1985,326,388.87,235.38,3877.75,1191.96,935.7
15/08/1985,331.1,391.85,237.18,3913.83,1201.07,942.85
16/08/1985,335.35,395.66,239.45,3983.59,1212.4,951.74
19/08/1985,340.9,403.38,243.59,4019.18,1254.72,989.91
20/08/1985,334.15,397.09,240.48,3980.9,1238.54,977.15
21/08/1985,335.9,397.42,241.13,3985.68,1242.08,979.95
22/08/1985,335.5,394.2,238.37,3939.92,1227.82,968.7
23/08/1985,334.85,394.52,238.67,3925.49,1230.86,969.77
26/08/1985,334.85,394.52,238.67,3925.49,1230.86,969.77
27/08/1985,336,400.05,241.12,3972.32,1243.7,979.89
28/08/1985,340.9,404.65,243.15,4019.04,1254.18,988.15
29/08/1985,337,401.09,240.71,4011.91,1241.6,978.24
30/08/1985,333.25,399.98,239.23,3973.95,1233.96,972.21
2/09/1985,334.65,406.48,242.94,3986.9,1227.04,983.15
3/09/1985,328.2,400.53,239.74,3963.19,1216.13,974.42
4/09/1985,326,397.06,237.26,3981.69,1211.71,970.87
5/09/1985,325.75,398.34,238.64,3944.53,1210.41,969.83
6/09/1985,317.4,396.41,239.46,4121.54,1275.17,1021.72
9/09/1985,319.35,401.14,244.71,3914.79,1174.19,962.79
10/09/1985,321.65,403.56,244.97,3937.87,1175.44,963.82
11/09/1985,320.75,405.13,245.22,3978.5,1179.94,967.5
12/09/1985,319.25,401.24,241.86,3894.63,1160.67,951.7
13/09/1985,321.3,398.99,239.6,3854.85,1135.87,931.37
16/09/1985,319.3,394.74,237.75,3875.35,1163.79,943.09
17/09/1985,317.6,392.62,237.1,3886.93,1160.62,940.52
18/09/1985,316.25,392.89,236.71,3867.89,1158.72,938.97
19/09/1985,316.3,393.28,235.96,3880.87,1155.01,935.97
20/09/1985,319.15,389.44,232.96,3849.9,1140.14,923.92
23/09/1985,327.45,384.05,229.47,3785.64,1204.52,938.86
24/09/1985,327.9,382.57,228.98,3867.91,1202.15,937.01
25/09/1985,328.5,380.25,228.13,3853.46,1197.66,933.51
26/09/1985,329.25,377.83,228.88,3859.77,1201.64,936.62
27/09/1985,328.6,379.49,233.63,3906.85,1226.55,956.03
30/09/1985,325.75,375.93,231.19,3826.23,1191.57,963.1
1/10/1985,322.25,368.49,228.22,3835.66,1176.26,950.73
2/10/1985,324.95,370.97,229.81,3823.18,1184.25,957.19
3/10/1985,324.9,367.48,227.84,3829.24,1174.29,949.14
4/10/1985,328,372.4,231.8,3936.04,1196.89,967.41
7/10/1985,325.75,371.76,230.46,3871.66,1202.29,984.56
8/10/1985,326.35,372.24,230.96,3947.47,1204.75,986.57
9/10/1985,326.55,372.28,230.7,3902.89,1203.36,985.43
10/10/1985,325.5,372.59,230.69,3909.97,1203.5,985.54
11/10/1985,325.6,372.85,230.59,3908.4,1203.01,985.15
14/10/1985,326.65,374.26,231.09,3904.87,1201.04,987.12
15/10/1985,327,374.77,231.42,3949.18,1202.94,988.68
16/10/1985,323.65,373.97,229.86,3921.99,1194.65,981.88
17/10/1985,325.5,371.3,230.12,3877.53,1189.17,977.37
18/10/1985,326.25,370.94,228.55,3900.1,1187.98,976.4
21/10/1985,326.15,370.5,227.44,3890.43,1198.14,993.65
22/10/1985,327.75,372.91,228.72,3909.67,1204.49,998.92
23/10/1985,325.9,370.49,227.27,3898.23,1196.85,992.59
24/10/1985,326.2,372.37,229.48,3943.49,1208.68,1002.39
25/10/1985,325.4,371.8,228.75,3933.96,1207.82,1001.68
28/10/1985,326.5,371.99,228.72,3911.13,1197.43,1015.02
29/10/1985,326.3,369.24,227.39,3913.71,1190.44,1009.1
30/10/1985,326.2,368.85,226.37,3904.14,1185.48,1004.89
31/10/1985,325.1,366.57,225.61,3899.86,1181.12,1001.2
1/11/1985,323.5,363.79,224.58,3865.32,1175.72,996.62
4/11/1985,325.35,364.15,225.78,3860.25,1193.02,1043.19
5/11/1985,324.6,365.73,226.52,3912.23,1197.1,1046.76
6/11/1985,324.4,363.73,225.83,3907.02,1193.45,1043.57
7/11/1985,323,364.95,227.71,3939.53,1203.38,1052.25
8/11/1985,321.95,363.98,227.21,3889.86,1204.65,1053.36
11/11/1985,323.1,365.78,227.54,3886.3,1186.14,1027.73
12/11/1985,323.1,365.27,228.74,3910.14,1192.44,1033.19
13/11/1985,324.5,365.96,227.88,3908.74,1187.93,1029.28
14/11/1985,325.3,366.96,227.88,3922.21,1187.94,1029.29
15/11/1985,325.4,367.88,228.75,3894.86,1179.66,1022.11
18/11/1985,323.5,364.8,226.94,3912.4,1187.34,1039.26
19/11/1985,324.35,363.61,226.03,3889.72,1182.4,1034.94
20/11/1985,325.65,366.53,227.17,3909.4,1188.38,1040.17
21/11/1985,325.8,364.48,225.94,3902.19,1182.1,1034.67
22/11/1985,326.5,362.86,224.55,3932.61,1174.86,1028.34
25/11/1985,330.2,365.4,225.62,3926.44,1210.5,1055.9
26/11/1985,331.25,364.38,225.26,3958.93,1208.38,1054.05
27/11/1985,328.15,360.05,222.63,3898.26,1194.05,1041.55
28/11/1985,326.3,356.6,220.92,3882.61,1185.09,1033.73
29/11/1985,325.3,353.9,218.54,3861.15,1172.33,1022.6
2/12/1985,321.5,350.44,216.13,3825.58,1186.32,1022.68
3/12/1985,322.6,353.6,218.05,3878.63,1196.44,1031.41
4/12/1985,324.2,353.3,218.1,3881.31,1197.27,1032.13
5/12/1985,322.8,352.21,218.11,3880.92,1197.15,1032.02
6/12/1985,322.3,352.46,218.14,3881.47,1197.32,1032.17
9/12/1985,317.4,348.08,217.62,3819.24,1169.02,1029.72
10/12/1985,317,348.38,220.91,3875.56,1186.66,1045.26
11/12/1985,315.5,347.06,222.97,3877.71,1197.74,1055.02
12/12/1985,317.5,346.1,220.56,3796.26,1184.82,1043.64
13/12/1985,317.75,347.72,221.12,3845.57,1187.82,1046.28
16/12/1985,318.6,348.56,221.56,3855.1,1168.01,1013.32
17/12/1985,321.15,349.32,223.49,3849.16,1168.82,1014.02
18/12/1985,320.05,349.64,225.39,3895.25,1182.81,1026.16
19/12/1985,325.8,356.01,229.28,3865.66,1181.98,1025.44
20/12/1985,325.55,355.6,228.54,3933.49,1204.8,1045.23
23/12/1985,327.6,356.73,229.49,3915.72,1197,1043.04
24/12/1985,324.85,353.61,228.04,3981.46,1199.52,1045.23
25/12/1985,324.85,353.61,228.04,3981.46,1199.52,1045.23
26/12/1985,324.85,353.61,228.04,3981.46,1199.52,1045.23
27/12/1985,326.85,351.34,227.29,3916.78,1188.26,1035.42
30/12/1985,326.8,349.95,227.1,3931.14,1201.37,1051.44
31/12/1985,326.8,347.51,226.08,3920.61,1196.7,1047.35
1/01/1986,326.8,347.51,226.08,3920.61,1196.7,1047.35
2/01/1986,326.3,345.98,224.96,3932.81,1191.93,1041.51
3/01/1986,326.75,349.66,227.07,3955.88,1199.94,1051.28
6/01/1986,328,348.92,228.41,3940.11,1211.33,1057.5
7/01/1986,330,349.76,229.17,4013.41,1213.38,1061
8/01/1986,332.6,354.5,230.41,3993.27,1221.59,1066.76
9/01/1986,333.5,354.54,229.53,4009.16,1216.77,1062.66
10/01/1986,340.45,362.74,234.07,4134.84,1252.02,1083.52
13/01/1986,339.4,365.54,235.2,4106.66,1241,1088.95
14/01/1986,341,365.33,236.72,4167.66,1250.79,1095.98
15/01/1986,346.75,370.63,240.46,4233.52,1270.56,1113.3
16/01/1986,363,388.87,252.35,4442.7,1333.71,1168.31
17/01/1986,352.6,377.31,245.29,4147.1,1250.99,1096.34
20/01/1986,351,376.81,247.97,4302.26,1289.25,1148.05
21/01/1986,356.5,380.78,253.38,4421.92,1313.56,1173.08
22/01/1986,353,375.38,253.14,4417.75,1302.9,1171.98
23/01/1986,350.3,373.05,253.02,4354.82,1278.49,1171.41
24/01/1986,354,372.82,253.95,4368.6,1290.51,1171.07
27/01/1986,358.4,374.1,257.56,4365.71,1310.29,1147.5
28/01/1986,353,368.3,250.35,4353.99,1292.21,1115.38
29/01/1986,353.25,367.06,251.87,4350.13,1297.46,1122.14
30/01/1986,358,371.91,254.71,4376.52,1319.2,1134.8
31/01/1986,350.5,364.1,248.05,4329.04,1275.99,1105.13
3/02/1986,347.3,362.12,250.49,4255.77,1277.92,1140.42
4/02/1986,338.6,355.61,245.9,4254.26,1242.33,1119.52
5/02/1986,337.3,350.19,242.4,4164.94,1239.82,1103.6
6/02/1986,337.1,350.16,240.96,4190.57,1236.84,1097.03
7/02/1986,337.2,352.12,240.94,4190.94,1239.23,1097.13
10/02/1986,340.15,352.81,241.5,4206.28,1247.82,1073.37
11/02/1986,335.8,346.92,237.82,4186.93,1234.99,1057.17
12/02/1986,337.25,347.2,238.85,4175.62,1242.59,1061.74
13/02/1986,334,341.82,235.54,4154.2,1224.18,1047.06
14/02/1986,331.35,338.33,233.67,4187.23,1239.24,1057.25
17/02/1986,333,338.93,234.42,4152.41,1238.3,1072.24
18/02/1986,337.25,343.87,236.17,4136.06,1239.54,1066.61
19/02/1986,341.4,341.14,235.37,4165.79,1262.57,1062.99
20/02/1986,337.1,338.27,232.16,4116.36,1240.44,1048.52
21/02/1986,338,339.88,233.59,4088.49,1217.65,1034.04
24/02/1986,341.8,339.9,233.55,4161.85,1253.75,1083.97
25/02/1986,352.4,344.9,236.11,4269.69,1294.32,1095.88
26/02/1986,345.75,335.85,232.28,4185.23,1270.75,1078.08
27/02/1986,336.9,326.43,227.17,4078.53,1240.03,1054.39
28/02/1986,338.15,328.64,233.69,4172.41,1252.51,1084.47
3/03/1986,335.6,324.7,232.73,4072.82,1229.23,1106.88
4/03/1986,337.15,323.26,230.37,4094.91,1240.37,1095.49
5/03/1986,341.5,335.68,235.19,4211.15,1257.58,1118.58
6/03/1986,344.5,336.72,236.28,4219.32,1263.64,1123.76
7/03/1986,343.35,334.69,236.14,4133.89,1248.92,1105.92
10/03/1986,340.25,337.46,235.55,4122.1,1247.47,1098.43
11/03/1986,342.9,338.16,235.51,4153.59,1261.03,1098.25
12/03/1986,343.85,341.61,234.31,4219.28,1268.31,1092.5
13/03/1986,349.6,349.04,239.53,4306.22,1282.71,1117.02
14/03/1986,348,342.89,237.7,4221.32,1261.81,1093.52
17/03/1986,349.9,342.32,238.84,4263.28,1286.33,1125.7
18/03/1986,351.15,343.67,237.66,4266.26,1281.48,1120
19/03/1986,346.75,341.13,234.29,4236.72,1269.97,1104.26
20/03/1986,350.65,343.34,235.49,4284.99,1287.61,1109.77
21/03/1986,352.9,344.06,233.48,4260.53,1288.91,1100.42
24/03/1986,350.2,348.15,235.19,4234.05,1286.04,1099.49
25/03/1986,351.75,357.46,240.6,4319.47,1293.68,1124.59
26/03/1986,344.3,348.88,233.42,4205.82,1262.41,1091.07
27/03/1986,344,348.01,231.81,4172.51,1253.67,1099.04
28/03/1986,344,348.01,231.81,4172.51,1259.69,1099.04
31/03/1986,344,348.01,231.81,4172.51,1259.69,1099.04
1/04/1986,333.1,337.55,226.37,4123.26,1218.76,1073.25
2/04/1986,335.5,345.62,228,4145.42,1229.6,1080.99
3/04/1986,334.75,348.32,229.6,4189.71,1231.26,1088.56
4/04/1986,334.5,352.93,231.01,4200.14,1227.81,1095.26
7/04/1986,337.65,354.36,231.66,4169.33,1235.34,1083.84
8/04/1986,339.4,348.43,230.88,4252.02,1252.32,1080.35
9/04/1986,337.85,345.88,230.61,4219.22,1237.35,1078.93
10/04/1986,337.7,345.76,230.59,4231.64,1239.67,1079.14
11/04/1986,341.95,346.04,231.83,4184.13,1231.53,1061.15
14/04/1986,341.6,346.49,230.58,4219.56,1252.15,1089.85
15/04/1986,341.75,346.83,230.91,4264.3,1255.12,1091.43
16/04/1986,339,335.19,225.17,4177.63,1245.38,1064.31
17/04/1986,339.9,332.51,222.96,4167.44,1242.71,1053.83
18/04/1986,342.75,334.77,225.72,4192.86,1253.33,1064.22
21/04/1986,341.4,331.56,225.87,4194.37,1249.62,1101.13
22/04/1986,344.1,332.61,227.28,4260.13,1268.73,1108.01
23/04/1986,346.2,333.79,227.17,4254.65,1272.88,1107.61
24/04/1986,344.75,333.72,224.52,4226.24,1266.24,1094.56
25/04/1986,344.45,330.62,223.96,4217.09,1256.79,1091.67
28/04/1986,343.15,326.69,220.6,4102.64,1253.18,1075.31
29/04/1986,342.45,327.52,220.58,4192.83,1257.89,1075.19
30/04/1986,345.75,329.63,222.92,4206.07,1270.76,1086.76
1/05/1986,345.1,334.35,225.63,4249.05,1268.66,1099.97
2/05/1986,341.6,332.04,224.44,4194.81,1259.06,1086.86
5/05/1986,341.6,332.04,224.44,4194.81,1259.06,1086.86
6/05/1986,340.4,330.66,221.9,4186.85,1250.26,1074.57
7/05/1986,342.45,331.14,222.23,4212.18,1253.95,1075.97
8/05/1986,345.25,330.77,223.9,4224.47,1275.94,1084.22
9/05/1986,345.35,330.87,224.11,4268.09,1267.03,1085.08
12/05/1986,345.2,330.28,223.29,4220.71,1267.55,1100.27
13/05/1986,343.7,332.08,223.98,4266.94,1264.45,1103.7
14/05/1986,342.45,329.35,222.44,4204.35,1253.55,1095.79
15/05/1986,342,330.63,222.8,4235.76,1259.89,1097.72
16/05/1986,343,333.77,224.84,4258.42,1258.68,1107.79
19/05/1986,340.8,333.65,224.51,4247.45,1261.34,1091.72
20/05/1986,338.7,333.95,223.27,4231.09,1246.92,1082.38
21/05/1986,338.9,334.26,223.4,4227.09,1244.07,1082.38
22/05/1986,340.45,341.3,228.03,4302.46,1258.1,1104.81
23/05/1986,341.1,341.51,228.01,4218.15,1244.88,1101.85
26/05/1986,341.1,341.51,228.01,4218.15,1244.87,1101.85
27/05/1986,341.5,341.68,226.76,4294.69,1244.91,1095.82
28/05/1986,343.75,344.81,228.86,4342.72,1266.81,1105.97
29/05/1986,342.7,347.44,229.77,4319.59,1262.76,1110.52
30/05/1986,343.2,350.96,233.07,4364.66,1259.76,1126.33
2/06/1986,341.85,349.34,231.92,4322.47,1246.45,1097.65
3/06/1986,342.2,342.58,229.13,4331.94,1257,1094.03
4/06/1986,340.75,341.52,229.69,4325.68,1254.53,1096.58
5/06/1986,341.75,336.94,228.44,4302.12,1248.38,1090.61
6/06/1986,341.65,335.32,227.01,4282.58,1257.05,1083.61
9/06/1986,341.8,336.66,228.17,4278.21,1264.98,1089.31
10/06/1986,347.7,339.94,229.05,4314.21,1276.11,1093.67
11/06/1986,347.4,338.71,227.58,4318.39,1281.33,1086.49
12/06/1986,348.35,339.3,228.73,4347.78,1284.51,1091.8
13/06/1986,346.2,337.06,227.09,4284.39,1253.91,1069.75
16/06/1986,339.3,329.27,222.86,4189.71,1250.23,1084.8
17/06/1986,336.75,331.82,224.28,4239.62,1243.16,1091.71
18/06/1986,339.15,334.88,226.02,4280.13,1245.89,1100.06
19/06/1986,339.2,333.91,225.53,4280.17,1246.02,1097.98
20/06/1986,339.65,336.04,226.43,4371.84,1274.32,1123.63
23/06/1986,341.05,338.04,227.37,4273.86,1241.13,1095.38
24/06/1986,342,334.63,225.45,4261.72,1251.62,1086.28
25/06/1986,344.15,336.12,226.86,4304.16,1266.67,1092.95
26/06/1986,344.9,337.82,226.98,4298.91,1264.24,1093.69
27/06/1986,344.5,334.77,225.24,4295.2,1263.81,1086.54
30/06/1986,346.75,336.16,226.26,4276.39,1274.38,1101.73
1/07/1986,345.1,331.05,222.65,4240.85,1263.79,1084.1
2/07/1986,342.3,329.99,222.71,4242.02,1260.02,1084.4
3/07/1986,343.85,329.63,222.41,4217.32,1256.34,1078.09
4/07/1986,343.8,329.85,223.68,4242.02,1261.85,1084.4
7/07/1986,344.85,331.73,224.73,4246.8,1271.85,1105.59
8/07/1986,347.85,334.45,227.28,4312.06,1287.97,1118.12
9/07/1986,348.1,335.23,228.11,4328.51,1278.97,1122.38
10/07/1986,346.8,332.85,228.68,4347.61,1272.69,1125.2
11/07/1986,348.1,335.64,231.3,4372.32,1281.55,1138.04
14/07/1986,345.75,329.27,230.76,4322.16,1254.42,1280.56
15/07/1986,346,330.96,231.36,4308.4,1257.68,1283.89
16/07/1986,347.6,330.23,229.67,4292.83,1275.05,1274.49
17/07/1986,347,329.4,228.89,4343.29,1271.67,1270.19
18/07/1986,347.9,328.72,231.39,4368.41,1270.91,1284.81
21/07/1986,353.95,332.42,236.05,4408.7,1298.23,1325.44
22/07/1986,353.5,334.02,237.17,4441.36,1304.01,1331.94
23/07/1986,347.25,327.77,232.74,4342.18,1270.3,1307.07
24/07/1986,348.65,329.51,233.37,4336.37,1271.22,1305.33
25/07/1986,349.4,331.73,235.6,4395.58,1286.93,1323.15
28/07/1986,353.6,331.38,238.68,4386.88,1289.15,1307.26
29/07/1986,351.25,329.03,235.98,4402.88,1296.36,1302.21
30/07/1986,351.65,329.64,235.93,4438.08,1298.07,1300.47
31/07/1986,357.5,332.15,239.53,4468.86,1312.69,1311.94
1/08/1986,361,334.24,243.02,4542.36,1312.53,1331.02
4/08/1986,359.8,332.91,244.6,4512.54,1317.88,1338.28
5/08/1986,358.5,332.67,241.25,4500.96,1314.52,1319.99
6/08/1986,362.4,335.32,244.95,4544.48,1329.7,1340.21
7/08/1986,361.8,332.7,245.04,4562.19,1332.83,1342.93
8/08/1986,368.8,339.66,250.29,4511.88,1325.49,1340.47
11/08/1986,388,355.21,261.02,4801.04,1416.87,1429.96
12/08/1986,384,354.01,258.67,4808.05,1410.35,1415.3
13/08/1986,388,357.12,261.1,4880.45,1424.13,1428.6
14/08/1986,385.25,353.27,257.95,4794.64,1413.12,1411.35
15/08/1986,385.1,353.32,257.68,4603.94,1355.7,1350.19
