Date,USD,EUR,GBP,INR,AED,CNY
5/09/1990,383.3,273.34,201.9,6701.75,1399.26,1795.94
6/09/1990,387.5,275.52,203.04,6797.75,1428.58,1807.51
7/09/1990,384.6,274.5,203.01,6788.61,1415.88,1807.24
10/09/1990,384.5,277.22,207,6872.36,1429.47,1861.58
11/09/1990,378.5,274.63,204.59,6725.03,1393.9,1839.96
12/09/1990,382.05,276.58,204.91,6763.09,1395,1835.3
13/09/1990,382.2,274.59,203.57,6792.58,1390.05,1829.78
14/09/1990,386.2,275.15,203.48,6881.6,1410.91,1829.91
17/09/1990,389.4,276.99,204.62,6895.84,1433.15,1818.99
18/09/1990,386,272.93,201.15,6879.21,1410.29,1788.07
19/09/1990,386.5,276.57,205.04,6913.94,1441.33,1822.68
20/09/1990,386.95,278.73,207.04,6964.69,1425.7,1840.43
21/09/1990,389.3,280.02,210.95,7058.23,1436.8,1875.18
24/09/1990,392.5,278.95,208.28,7060.62,1420.14,1851.55
25/09/1990,403.75,288.12,215.16,7296.12,1490.37,1912.74
26/09/1990,402.7,288.77,216.04,7280.58,1488.2,1920.56
27/09/1990,403.95,289.43,215.79,7276.28,1482.77,1918.29
28/09/1990,408.4,291.86,217.99,7333.11,1499.54,1937.87
1/10/1990,396.3,280.85,209.74,7340.83,1460.34,1866.42
2/10/1990,387.85,275.41,205.37,6999.17,1420.68,1827.59
3/10/1990,389.4,274.63,204.95,7005.1,1423.77,1823.79
4/10/1990,395.75,277.33,207.04,7140.68,1444.39,1842.38
5/10/1990,395.6,278.98,203.08,7136.23,1424.2,1807.17
8/10/1990,390.8,273.88,197.97,6909.27,1440.38,1825.3
9/10/1990,397,276.59,201.47,7162.32,1457.79,1857.55
10/10/1990,391.8,273.39,199.09,7055.58,1435.64,1835.55
11/10/1990,388,271.43,197.46,6978.08,1428.24,1820.52
12/10/1990,388.25,269.12,196.68,6982.21,1424.8,1813.39
15/10/1990,380.7,264.81,194.88,6820.83,1398.54,1815.65
16/10/1990,364.75,252.44,186.38,6573.7,1327.65,1736.47
17/10/1990,366,252.43,186.26,6619.67,1342.14,1735.33
18/10/1990,367.85,253.75,188.25,6630.61,1356.59,1752.25
19/10/1990,372,255.42,189.84,6734.73,1369.63,1768.72
22/10/1990,367.5,254.24,188.56,6788.1,1350.36,1754.06
23/10/1990,371.65,257.5,190.98,6713,1367.71,1776.61
24/10/1990,371.1,255.19,189.53,6709.37,1353.81,1763.1
25/10/1990,375.05,259.09,191.99,6794.48,1381.93,1785.97
26/10/1990,373.7,258.63,191.05,6761.38,1368.9,1777.27
29/10/1990,372.7,257.99,190.79,6677.5,1369.8,1750.02
30/10/1990,373.75,259,191.86,6776.61,1374.7,1759.91
31/10/1990,379.5,262.61,195.22,6895.03,1397.36,1790.66
1/11/1990,380.4,262.04,194.93,6873.12,1384.86,1788.01
2/11/1990,377.5,259.34,193.49,6874.82,1391.46,1785.41
5/11/1990,376.9,256.2,191.27,6751.87,1375.43,1754.47
6/11/1990,379.25,257.59,192.17,6865.32,1389.98,1762.73
7/11/1990,385,260.95,194.79,6950.06,1410.51,1786.74
8/11/1990,384.75,261.88,195.55,6981.23,1409.94,1793.75
9/11/1990,385.7,262.62,196.09,6977,1410.66,1794.67
12/11/1990,380.7,258.2,193.99,6847.75,1403.98,1807.77
13/11/1990,383.5,259.9,195.22,6946.73,1410.04,1819.21
14/11/1990,383.9,259.39,195.72,6943.08,1406.08,1823.89
15/11/1990,378,256.29,192.86,6831.97,1389.49,1797.24
16/11/1990,376.3,254.15,191.4,6803.45,1376.19,1783.69
19/11/1990,377.8,255.47,191.73,6710.48,1384.31,1968.6
20/11/1990,380,257.4,192.89,6864.11,1397.9,1980.57
21/11/1990,377.3,256.17,191.67,6801.37,1382.65,1968
22/11/1990,380,257.69,192.99,6841.54,1396.24,1981.58
23/11/1990,383.6,261.05,194.97,6921.37,1410.74,2001.87
26/11/1990,386.9,264.4,196.85,6968.33,1424.53,2021.15
27/11/1990,383.8,260.19,194.33,6945.32,1410.44,1995.31
28/11/1990,385,261.92,195.18,6983.68,1414.11,2004.09
29/11/1990,386.8,265.07,198,7016.25,1434.14,2033.04
30/11/1990,384.85,264.8,198.43,6999.61,1413.71,2037.13
3/12/1990,380.65,264.17,198.36,6958.41,1415.64,2013.14
4/12/1990,377.6,260.49,196,6836.59,1378.63,1989.24
5/12/1990,376,259.35,195.43,6799.85,1385.32,1983.38
6/12/1990,370,253.44,190.77,6697.01,1350.94,1936.13
7/12/1990,370.8,252.18,190.01,6712.97,1357.7,1928.39
10/12/1990,374.05,253.52,192.36,6733.66,1384.05,1947.29
11/12/1990,372.1,253.2,191.85,6735.97,1372.04,1942.13
12/12/1990,370.9,252.21,190.79,6695.85,1362.3,1931.39
13/12/1990,372,253.23,191.36,6729.11,1369.84,1937.12
14/12/1990,373.2,254.92,192.42,6752.04,1376.04,1947.87
17/12/1990,376.3,257.67,195.28,6795.66,1387.15,1976.8
18/12/1990,377.4,258.04,195.04,6845.86,1383.31,1974.38
19/12/1990,378.9,258.13,196.17,6883.57,1398.54,1985.82
20/12/1990,385.45,266.14,202.07,6979.53,1430.96,2045.56
21/12/1990,383.75,269.65,203.31,7014.24,1421.1,2010.34
24/12/1990,383.75,271.07,204.67,6939.16,1410.6,2014.52
25/12/1990,383.75,271.07,204.67,6939.16,1410.59,2014.52
26/12/1990,383.75,271.07,204.67,6939.16,1410.59,2014.52
27/12/1990,382.8,269.49,202.65,6955.85,1403.77,2003.77
28/12/1990,386.2,266.17,200.94,6977.52,1398.52,1986.86
31/12/1990,386.2,265.67,200.1,6948.86,1424.98,2039.2
1/01/1991,386.2,265.67,200.1,6948.86,1424.98,2039.2
2/01/1991,390.8,270.8,201.18,7097.34,1431.63,2033.85
3/01/1991,386.3,267.86,198.46,6997.65,1414.12,1997.61
4/01/1991,387.4,270.81,200.36,7019.49,1432.5,2017.29
7/01/1991,391.1,278.12,205.19,7179.96,1439.17,2064.86
8/01/1991,389.7,276.92,204.46,7101.91,1427.58,2057.99
9/01/1991,387.1,271.79,200.93,7044.76,1397.1,2022.51
10/01/1991,390.55,277.49,204.91,7122.52,1440.32,2062.48
11/01/1991,390.6,277.62,204.82,7136.08,1439.2,2061.66
14/01/1991,398.6,285.31,209.24,7260.59,1451.7,2071.69
15/01/1991,398.5,285.54,209.24,7323.45,1457.89,2071.72
16/01/1991,403,288.88,211.66,7395.39,1479.44,2095.66
17/01/1991,379,266.04,197.04,6954.41,1391.72,1950.88
18/01/1991,378.25,263.56,194.77,6938.81,1377.88,1928.47
21/01/1991,378.2,261.79,193.6,6872.84,1382.31,1954.29
22/01/1991,381,264.12,195.54,7009.93,1401.99,1973.81
23/01/1991,378.3,261.23,193.5,6972.91,1378.13,1953.3
24/01/1991,373,257.08,190.31,6893.84,1362.21,1921.03
25/01/1991,374.25,258.64,191.19,6897.1,1371.49,1929.93
28/01/1991,374.5,258.4,190.59,6899.19,1372.75,1947.23
29/01/1991,376.8,259.58,191.32,6963,1383.26,1954.71
30/01/1991,367.1,253.53,187.2,6815.03,1349.06,1912.65
31/01/1991,366,251.05,186.26,6810.58,1341.72,1903.03
1/02/1991,364.5,248.08,184.42,6777.32,1331.03,1884.21
4/02/1991,367.15,249.66,185.66,6758.15,1348.2,1896.94
5/02/1991,366.6,248.74,184.82,6815.41,1345.01,1888.37
6/02/1991,360.75,242.88,180.38,6703.63,1319.08,1842.91
7/02/1991,363.9,245,182.22,6775.06,1335.29,1861.79
8/02/1991,370,250.2,186.16,6915.98,1360.02,1902.05
11/02/1991,366.85,246.55,183.65,6795.22,1342.37,1921.95
12/02/1991,364.4,245.83,182.93,6816.95,1340.43,1914.38
13/02/1991,366.75,247.88,184.2,6886.47,1343.71,1927.7
14/02/1991,368.15,250.3,185.84,6923.48,1354.03,1944.82
15/02/1991,365.5,250.09,185.53,6908.32,1350.68,1941.6
18/02/1991,363.75,250.13,185.59,6875.99,1342.87,1942.19
19/02/1991,363,250.84,185.96,6924.34,1338.43,1946.12
20/02/1991,364.65,252.52,187.24,6957.84,1345.17,1959.49
21/02/1991,362.25,250.02,185.06,6906.34,1323.38,1936.65
22/02/1991,358.8,249.85,184.57,6825.32,1331.38,1931.52
25/02/1991,357.65,251.85,185.99,6820.09,1325.93,1888.57
26/02/1991,359.25,252.57,187.06,6825.84,1324.72,1899.49
27/02/1991,360,253.28,187.79,6862.91,1322.3,1906.93
28/02/1991,362.7,256.11,189.85,6917.02,1337.41,1927.77
1/03/1991,366.9,260.89,193.31,7010.34,1349.05,1962.93
4/03/1991,365.45,259.79,192.65,7031.59,1339.47,1926.02
5/03/1991,364.5,258.51,191.64,6932.59,1342.3,1915.96
6/03/1991,366.2,261.12,193.76,6962.65,1344.33,1937.12
7/03/1991,366.5,262.34,194.28,6975.45,1352.2,1942.31
8/03/1991,368.5,266.4,196.85,7036.34,1356.43,1968.03
11/03/1991,365.85,267.22,197.65,7214.22,1347.04,1921.33
12/03/1991,364.25,264.83,195.99,6949.85,1342.59,1905.21
13/03/1991,366,266.93,197.09,6994.8,1348.25,1915.91
14/03/1991,364.6,266.23,196.39,6970.9,1344.53,1909.1
15/03/1991,366,270.72,199.84,7010.26,1356.79,1942.59
18/03/1991,362.3,273.57,202.46,7086.06,1374.59,1926.86
19/03/1991,364.5,278.61,206.46,7043.29,1357.3,1964.92
20/03/1991,364.5,277.64,205.12,7063.35,1335.38,1952.2
21/03/1991,362.35,274.07,202.09,6982.26,1327.94,1923.37
22/03/1991,362.75,275.52,202.88,6964.89,1346.86,1930.87
25/03/1991,359.25,276.87,203.6,7024.16,1330.38,1906.34
26/03/1991,356.6,277.79,203.31,6954.1,1303.85,1903.6
27/03/1991,354.05,278.66,203.54,6922.24,1315.76,1905.74
28/03/1991,355.65,279.75,204.51,6942.23,1301.36,1914.91
29/03/1991,355.65,279.75,204.51,6942.23,1301.36,1914.91
1/04/1991,355.65,279.75,204.51,6942.23,1301.36,1914.91
2/04/1991,357.5,277.32,202.21,7034.74,1317.03,1893.29
3/04/1991,359.2,275.86,201.68,7025.68,1314.38,1888.41
4/04/1991,358.4,275.57,200.84,7049.5,1302.95,1880.51
5/04/1991,358.5,276.48,201.57,7055.1,1321.06,1887.38
8/04/1991,361,280.66,204.07,7081.24,1315.91,1885.98
9/04/1991,364,279.9,203.3,7177.33,1317,1878.81
10/04/1991,363.35,280.88,204.19,7168.99,1344.93,1887.05
11/04/1991,361.75,278.27,202.04,7163.27,1319.61,1867.2
12/04/1991,361.95,280.45,203.63,7183,1335.96,1881.9
15/04/1991,360.1,277.38,201.29,7346.92,1317.31,1884.15
16/04/1991,361.2,276.88,201.96,7123.02,1326.15,1890.44
17/04/1991,360.65,277.52,202.38,7119.9,1328.96,1894.44
18/04/1991,359.15,278.81,202.68,7147.54,1326.95,1897.21
19/04/1991,356.15,283.95,206.82,7155.72,1323.83,1939.26
22/04/1991,356.4,289.14,210.64,7245.96,1305.75,1949.67
23/04/1991,355.5,284.57,207.71,7193.09,1298.52,1922.59
24/04/1991,355.8,286.47,209.97,7181.09,1317.83,1943.51
25/04/1991,353.25,284.09,209,7162.39,1300.96,1934.49
26/04/1991,353.25,284.72,209.52,7134.14,1304.78,1939.31
29/04/1991,351.1,285.27,209.36,7076.44,1282.55,1870.21
30/04/1991,357.75,282.52,207.51,7226.59,1290.77,1853.68
1/05/1991,356.5,279.93,206.73,7202.35,1321.19,1846.67
2/05/1991,354.15,280.98,206.32,7154.18,1306.32,1843.05
3/05/1991,355.5,285.69,209.73,7089.03,1312.31,1920.22
6/05/1991,355.5,285.69,209.73,7089.03,1312.31,1920.22
7/05/1991,356.15,282.02,206.94,7255.44,1302.61,1894.67
8/05/1991,356.9,284.57,207.74,7275.11,1316.04,1901.98
9/05/1991,356.85,286.11,209.42,7300.34,1311.85,1917.34
10/05/1991,356.7,283.35,207.5,7297.93,1305.67,1899.81
13/05/1991,356.85,281.7,206.03,7324.49,1304.5,1870.76
14/05/1991,357.95,280.68,205.9,7311.36,1308.88,1869.51
15/05/1991,359.85,281.66,206.61,7384.19,1322.13,1875.99
16/05/1991,356,278.64,204.01,7287.29,1297.86,1852.4
17/05/1991,355.1,283.65,206.87,7278.88,1311.73,1878.4
20/05/1991,355,282.67,206.52,7186.73,1283.7,1879.81
21/05/1991,356.3,281.19,205.18,7349.64,1304.18,1867.68
22/05/1991,356.75,283.23,206.63,7360.23,1313.39,1880.87
23/05/1991,354.9,280.77,204.55,7342.44,1294.45,1861.95
24/05/1991,355.8,280.69,205.61,7442.91,1311.35,1899.18
27/05/1991,355.8,280.69,205.61,7442.91,1311.35,1899.18
28/05/1991,355.65,278.77,203.81,7345.34,1295.88,1882.6
29/05/1991,361.5,284.75,208.6,7471.97,1337.95,1926.82
30/05/1991,361.05,286.2,210.34,7491.29,1330.3,1942.92
31/05/1991,360.4,288.89,212.12,7527.25,1330.18,1959.4
3/06/1991,363,291.95,213.84,7527.31,1331.93,1955.11
4/06/1991,362.4,290.25,212.8,7609.76,1325.43,1945.58
5/06/1991,362.4,291.53,213.87,7608.37,1330.52,1955.33
6/06/1991,364.85,294.59,216.14,7655.8,1340.35,1976.13
7/06/1991,367,299.23,219.56,7724.24,1354.27,2007.4
10/06/1991,372.2,303.46,222.87,7756.03,1363.61,2010.28
11/06/1991,371.25,303.49,223.38,7804.74,1372.02,2014.8
12/06/1991,372,307.29,226.07,7783.63,1376.55,2039.12
13/06/1991,369.7,305.79,225.06,7739.69,1357.99,2029.96
14/06/1991,367.75,304.11,224.24,7713.78,1346.66,2022.58
17/06/1991,366.8,304.92,225.52,7667.51,1349.53,1975.22
18/06/1991,370.25,310.28,229.61,7820.61,1368.38,2011.11
19/06/1991,367.4,304.46,225.05,7771.1,1329.45,1971.18
20/06/1991,367.6,305.63,225.38,7764.45,1357.88,1974.06
21/06/1991,366.25,304.62,224.56,7704.5,1337.68,1966.81
24/06/1991,360.9,297.59,219.73,7470.68,1301.22,1925.2
25/06/1991,363.35,302.07,223.26,7675.56,1343.83,1956.13
26/06/1991,366.1,302.21,223.3,7719.47,1334.66,1956.51
27/06/1991,364.8,302.59,223.39,7684.7,1338.5,1957.32
28/06/1991,368.35,308.46,227.52,7785.63,1360.32,1993.46
1/07/1991,368.9,310.15,228.42,7786.87,1358.99,2001.38
2/07/1991,367.1,310.92,229.15,8487.76,1357.03,2007.78
3/07/1991,369.25,312.26,230.06,9685.62,1354.38,2015.76
4/07/1991,369.25,313.08,230.06,9605.1,1355.24,2015.76
5/07/1991,369.9,312.17,228.9,9652.66,1346.21,2005.56
8/07/1991,370.25,310.15,227.43,9324.49,1354.78,1960.98
9/07/1991,369.2,310.2,227.55,9550.28,1357.45,1962.05
10/07/1991,370.9,311.05,228.74,9620.76,1357.91,1972.3
11/07/1991,368.3,311.75,228.97,9506.87,1363.06,1974.3
12/07/1991,367.85,304.46,223.01,9502.32,1313.67,1922.88
15/07/1991,367.8,303.98,222.57,9348.02,1339.1,1960.86
16/07/1991,368.7,306.55,224.07,9574.33,1355.26,1974.02
17/07/1991,368.9,305.18,223.24,9570.2,1348.47,1966.72
18/07/1991,369,301.98,221.29,9544.21,1342.39,1949.56
19/07/1991,370,299.11,218.87,9560.25,1347.96,1928.25
22/07/1991,369.75,300.24,219.96,9458.21,1361.54,1981.61
23/07/1991,367.4,298.03,218.11,9454.9,1336.06,1964.92
24/07/1991,366,293.82,216.18,9419.15,1341.75,1947.6
25/07/1991,364.9,296.04,217.85,9381.44,1348.36,1963.69
26/07/1991,364.1,292.91,215.83,9377.68,1334.62,1944.39
29/07/1991,365.1,296.13,218.04,9310.1,1341.18,1951.07
30/07/1991,361.35,292.71,215.03,9300.92,1331.8,1924.13
31/07/1991,362.85,292.89,215.34,9347.97,1331.02,1926.96
1/08/1991,363.4,295.43,217.08,9345.5,1343.32,1942.56
2/08/1991,357.8,287.53,211.03,9262.07,1298.15,1888.37
5/08/1991,356.5,283.88,208.48,9045.97,1291.81,1860.85
6/08/1991,357,282.97,208.53,9129.36,1311.38,1865.99
7/08/1991,356.8,282.44,208.17,9132.33,1308.02,1862.77
8/08/1991,357.6,285.4,210.54,9152.11,1327.97,1883.98
9/08/1991,358.2,286.56,211.2,9227.46,1332.16,1889.93
12/08/1991,358.2,286.26,210.95,9260.88,1314.73,1914.11
13/08/1991,356.8,286.24,210.75,9211.88,1314.03,1912.26
14/08/1991,355.85,285.99,210.87,9253.15,1309.57,1913.39
15/08/1991,358.35,287.69,212.29,9300.54,1315.09,1926.26
16/08/1991,357.75,291.65,215.25,9281.7,1322.51,1953.12
19/08/1991,361.2,302.88,221.53,9337.36,1317.98,1983.89
20/08/1991,353.8,294.63,215.93,9205.06,1291.8,1933.75
21/08/1991,356.3,289.08,212.46,9223.01,1287.46,1902.71
22/08/1991,356.2,284.82,209.96,9227.82,1296.93,1880.31
23/08/1991,353.7,286.51,211.54,9191.54,1309.07,1894.47
26/08/1991,353.7,286.51,211.54,9138.66,1309.07,1920.24
27/08/1991,353.8,286.02,210.53,9173.96,1297.41,1911.07
28/08/1991,354.5,285.12,209.76,9158.27,1289.21,1904.08
29/08/1991,351.25,283.39,208.89,9035.58,1300.29,1896.17
30/08/1991,347.4,280.79,206.66,8953.66,1278.46,1875.94
2/09/1991,347.95,280.7,206.5,8931.07,1275.96,1874.45
3/09/1991,347.35,279.34,205.29,8976.29,1275.26,1863.48
4/09/1991,348.7,279.92,205.84,8973.78,1281.38,1868.51
5/09/1991,347.4,279.32,205.2,8955.86,1277.36,1862.64
6/09/1991,348.05,278.64,204.98,8978.98,1275.98,1860.63
9/09/1991,350.55,275.08,202.63,9017.03,1281.43,1870.88
10/09/1991,351.7,276,203.29,9053.73,1295.39,1877.02
11/09/1991,345.25,271.28,200.09,8903.88,1270.5,1847.4
12/09/1991,346.1,270.47,199.65,8919.53,1271.05,1843.4
13/09/1991,344.25,268.67,198.76,8891.47,1260.98,1835.14
16/09/1991,345.4,267.93,198.56,8798.32,1259.72,1833.35
17/09/1991,346.15,268.03,198.65,8980.04,1273.06,1834.17
18/09/1991,348.3,271.34,201.15,9018.78,1285.38,1857.28
19/09/1991,348.6,272.8,201.68,9026.09,1279.85,1862.11
20/09/1991,348.6,272.63,201.79,9017.18,1279.12,1863.19
23/09/1991,349.25,270.66,200.26,9035.65,1278.25,1869.05
24/09/1991,351.9,273.14,202.39,9105.64,1293.29,1888.97
25/09/1991,352.75,275.1,203.49,9106.18,1295.47,1899.21
26/09/1991,351.9,274.37,203.06,9065.53,1291.6,1895.18
27/09/1991,348.45,270.99,200.55,9003.55,1275.28,1871.74
30/09/1991,354.9,273.61,202.45,9120.51,1303.39,1889.56
1/10/1991,353.95,273.7,202.49,9118.07,1298.3,1889.89
2/10/1991,356,274.59,203.2,9158.06,1305.13,1896.49
3/10/1991,356.8,275.55,203.83,9188.54,1311.47,1902.38
4/10/1991,356.3,277.07,204.89,9167.71,1315.99,1912.28
7/10/1991,359.7,279.99,207.26,9264.01,1322.51,1934.4
8/10/1991,357.6,280.95,208.57,9244,1328.82,1946.66
9/10/1991,357.65,280.37,208.3,9229.75,1301.25,1944.1
10/10/1991,359.5,282.27,209.56,9267.78,1324,1955.86
11/10/1991,357.75,280.84,208.05,9219.94,1313.35,1941.82
14/10/1991,358.5,282.17,208.86,9233.98,1316.58,1932.87
15/10/1991,357.55,283.55,210.08,9233.9,1320.85,1948.25
16/10/1991,356.55,281.22,208.39,9213.83,1304.81,1932.58
17/10/1991,358.3,282.65,209.47,9242.9,1315.48,1942.63
18/10/1991,359.6,281.53,208.46,9247.45,1316.8,1933.29
21/10/1991,363.8,285.13,211.63,9398.69,1336.9,1957.56
22/10/1991,362.35,284.68,211.34,9365.73,1331.09,1954.87
23/10/1991,362.2,286.16,212.37,9347.85,1331.77,1966
24/10/1991,361,284.2,210.8,9306.95,1321.52,1949.86
25/10/1991,362,285.35,211.51,9337.13,1331.35,1956.41
28/10/1991,358.5,283.85,210.45,9249.24,1315.83,1923.95
29/10/1991,357.4,280.13,207.49,9213.55,1293.49,1896.89
30/10/1991,359.35,278.34,206.17,9287.85,1306.07,1884.81
31/10/1991,357.45,276.67,205.14,9241.39,1312.57,1875.38
1/11/1991,357.75,275.69,204.49,9244.86,1306.67,1869.44
4/11/1991,356.35,269.85,200.14,9183.24,1299.51,1903.48
5/11/1991,356.55,271.69,201.44,9197.78,1313.9,1915.84
6/11/1991,354.5,269.81,200.11,9137.15,1300.83,1903.21
7/11/1991,354.5,268.34,199.16,9137.15,1297.47,1893.06
8/11/1991,352.9,269.23,199.66,9123.48,1294.9,1898.91
11/11/1991,354.9,270.51,200.57,9149.78,1300.78,1907.51
12/11/1991,354.75,269.6,200.08,9148.86,1302.05,1902.94
13/11/1991,356.55,271.37,201.33,9200.64,1310.54,1914.76
14/11/1991,355.85,269.63,200.42,9175.34,1306.75,1906.16
15/11/1991,355.5,271.28,200.96,9165.84,1309.46,1911.28
18/11/1991,360.75,270.43,201.48,9349.06,1330.03,1916.24
19/11/1991,363,271.19,202.06,9358.39,1328.64,1921.75
20/11/1991,362.6,270.99,201.89,9348.65,1332.9,1920.16
21/11/1991,364.3,271.36,202.67,9386.67,1333.77,1927.56
22/11/1991,367.95,272.66,204.64,9487.3,1349.42,1946.33
25/11/1991,369.1,273.03,205.11,9529.52,1354.05,1950.78
26/11/1991,366.25,270.64,203.81,9450.76,1346.69,1938.41
27/11/1991,367.1,276.93,207.75,9490.17,1358.08,1975.9
28/11/1991,366.05,276.19,207.04,9452.49,1343.6,1969.13
29/11/1991,366.3,277.92,207.54,9466.73,1343.07,1973.83
2/12/1991,368.35,276.79,207.35,9537.91,1351.63,1979.39
3/12/1991,362.9,273.36,204.85,9310.26,1326.15,1944.83
4/12/1991,365.25,275.41,205.95,9405.68,1344.43,1966.05
5/12/1991,364.75,270.79,203.37,9399.91,1336.97,1941.46
6/12/1991,367.75,270.27,203.12,9504.02,1338.97,1939.05
9/12/1991,370.7,272.68,205.2,9597.37,1361.77,1990.88
10/12/1991,368.05,271.18,203.57,9506.6,1355.4,1975.01
11/12/1991,366.5,269.79,202.49,9466.24,1338.54,1964.52
12/12/1991,359.5,265.37,198.73,9290.57,1321,1928.07
13/12/1991,359.05,265.28,197.61,9287.48,1315.71,1917.17
16/12/1991,359.65,264.97,197.45,9280.01,1318.99,1941.85
17/12/1991,357.4,263.09,196.32,9223.1,1314.75,1930.77
18/12/1991,357.9,262.73,196.11,9248.52,1315.11,1928.7
19/12/1991,358.9,261.48,195.75,9258.77,1313.36,1925.12
20/12/1991,358.3,257.25,192.63,9232,1300.09,1894.52
23/12/1991,359.65,254.59,191.66,9204.44,1310.94,1882.58
24/12/1991,359.65,255.33,191.71,9289.61,1312.02,1884.13
25/12/1991,359.65,255.33,191.71,9289.61,1312.02,1884.13
26/12/1991,359.65,255.33,191.71,9289.61,1312.02,1884.13
27/12/1991,353.3,250.59,188.18,9103.94,1303.34,1850.67
30/12/1991,353.15,250.83,189.15,9079.38,1300.07,1903.36
31/12/1991,353.15,250.28,188.75,9080.55,1293.7,1900.64
1/01/1992,353.15,250.28,188.75,9080.55,1293.7,1900.64
2/01/1992,350.9,250.41,187.9,9063.28,1286.96,1890.73
3/01/1992,353,254.52,191.17,9110.33,1309.39,1923.67
6/01/1992,349.4,247.54,186.15,9098.96,1287.09,1892.32
7/01/1992,349.7,247.99,186.76,9018.43,1289.4,1879.14
8/01/1992,350.6,248.05,187.29,9030.94,1289.09,1884.47
9/01/1992,351.55,253.99,192.26,9106.45,1305.01,1934.53
10/01/1992,357.9,264.14,199.5,9261.71,1362.77,2007.35
13/01/1992,353.9,259.73,196.28,9029.07,1297.54,1913.57
14/01/1992,353.6,261.97,197.38,9117.81,1311.27,1924.22
15/01/1992,355.55,268.71,202.48,9199.55,1306.79,1973.95
16/01/1992,356.75,269.2,202.64,9190.8,1306.06,1975.55
17/01/1992,355.9,266.59,200.34,9252.6,1291.22,1953.09
20/01/1992,358.75,266.82,200.31,9294.25,1321.23,1960.81
21/01/1992,357.8,263.9,198.06,9259.43,1310.78,1938.83
22/01/1992,356.75,263.55,197.43,9208.97,1306.57,1932.61
23/01/1992,355.2,263.89,197.77,9194.46,1311.04,1936
24/01/1992,353.25,261.23,195.65,9169.24,1278.98,1915.24
27/01/1992,356.1,267.74,200.45,9289.34,1316.26,1962.23
28/01/1992,356.3,264.85,198.44,9237.4,1299.39,1942.55
29/01/1992,354.85,262.62,196.43,9208.62,1299.97,1922.87
30/01/1992,356,268.55,200.62,9252.59,1320.68,1963.89
31/01/1992,354.1,264.7,197.82,9182.86,1294.64,1936.49
3/02/1992,356.4,264.19,198,9127.8,1303.83,1938.24
4/02/1992,356,263.93,197.72,9188.18,1307.24,1935.53
5/02/1992,354.3,261.9,196.02,9126.53,1297.24,1918.83
6/02/1992,355.95,261.65,195.95,9170.63,1311.22,1918.21
7/02/1992,356.2,258.75,193.8,9170.51,1292.82,1897.11
10/02/1992,354.65,259.42,194.22,9128.46,1308.86,1945.37
11/02/1992,356,263.71,197.61,9225.58,1321.88,1979.33
12/02/1992,357.2,267.06,199.72,9246.06,1322.1,2000.44
13/02/1992,356.3,269.05,201.24,9250.12,1326.59,2015.69
14/02/1992,354.1,267.91,200.23,9162.35,1302.67,2005.51
17/02/1992,354.35,267.37,199.75,9148.38,1309.44,2000.7
18/02/1992,352.8,270.14,201.48,9142.38,1298.62,2018.11
19/02/1992,353.2,270.19,201.66,9397.16,1298.46,2019.83
20/02/1992,353.4,270.39,201.89,9321.04,1291.96,2022.12
21/02/1992,351.6,269.56,201.26,9264.97,1295.71,2015.85
24/02/1992,349.8,267.91,200.17,9007.73,1275.49,1918.41
25/02/1992,350.5,267,199.49,9124.57,1280.21,1911.85
26/02/1992,348.65,267.72,199.69,9081.68,1273.79,1913.74
27/02/1992,353.75,270.29,201.57,9215.65,1297.29,1931.78
28/02/1992,353.1,268.95,200.97,9210.34,1300.46,1926.03
2/03/1992,350.45,267.34,199.63,9172.99,1284.52,1913.25
3/03/1992,351.35,270.17,201.93,9692.41,1292.9,1935.25
4/03/1992,350.15,271.88,203.16,9678.65,1293.03,1947.11
5/03/1992,349.9,271.87,203.85,9733.61,1286.16,1953.65
6/03/1992,349.4,271.03,203.32,9671.78,1282.07,1948.59
9/03/1992,348.8,269.6,202.44,9514.56,1278.74,1911.33
10/03/1992,348.35,270.61,203.06,9611.85,1284.91,1917.21
11/03/1992,349,269.9,202.32,9644.55,1272.79,1910.22
12/03/1992,347.6,270.45,203.45,9727.1,1283.28,1920.92
13/03/1992,347.25,269.17,202.77,9740.24,1271.54,1914.51
16/03/1992,343,265.92,199.94,9677.18,1254.93,1887.77
17/03/1992,339,260.58,195.78,9634.53,1243.91,1848.51
18/03/1992,340.3,261.14,196.42,9689.47,1249.73,1854.53
19/03/1992,337.8,262.47,197.37,9600.12,1250.54,1863.5
20/03/1992,338.8,264.29,198.54,9670.64,1244.96,1874.49
23/03/1992,338.7,263,197.49,9877.56,1238.79,1865.2
24/03/1992,338.4,261.89,196.74,9858.85,1239.19,1857.58
25/03/1992,341.25,262.37,197.08,9856.14,1248.52,1860.78
26/03/1992,340.4,263.16,197.62,9855.29,1254.84,1865.85
27/03/1992,340.5,260.67,195.86,9843.85,1237.24,1849.22
30/03/1992,343.3,263.99,198.27,9896.22,1266.95,1889.67
31/03/1992,341.7,261.69,196.89,9913.34,1254.57,1876.53
1/04/1992,344,264.83,199.54,9946.86,1267.65,1901.76
2/04/1992,340.5,260.81,196.82,9829.23,1243.27,1875.88
3/04/1992,340.6,258.22,195.35,9836.07,1245.48,1861.9
6/04/1992,339.25,256.3,193.8,9887.77,1240.52,1847.11
7/04/1992,338.75,256.34,193.68,9758.67,1239.76,1845.96
